id,target
300131,0.17886946
300132,0.22143376
300133,0.41532096
300134,0.65647197
300135,0.10535857
300136,0.022992581
300137,0.63843274
300138,0.9239274
300139,0.24605143
300140,0.3977388
300141,0.01977247
300142,0.063174516
300143,0.41490597
300144,0.4829817
300145,0.29982403
300146,0.79903466
300147,0.16645366
300148,0.11212185
300149,0.06333834
300150,0.07742518
300151,0.037376016
300152,0.08903411
300153,0.39816406
300154,0.20086107
300155,0.19828692
300156,0.6612338
300157,0.03547868
300158,0.48292395
300159,0.124064624
300160,0.29625523
300161,0.2103954
300162,0.23803279
300163,0.16472623
300164,0.29175434
300165,0.2454127
300166,0.024348587
300167,0.2005645
300168,0.14787838
300169,0.35313517
300170,0.58116704
300171,0.92433226
300172,0.06953162
300173,0.049757093
300174,0.051087707
300175,0.6838859
300176,0.2307848
300177,0.79450923
300178,0.12784898
300179,0.41496733
300180,0.2461063
300181,0.2709382
300182,0.9268848
300183,0.8100567
300184,0.469536
300185,0.3087293
300186,0.30748564
300187,0.42463267
300188,0.6110921
300189,0.056137472
300190,0.28544024
300191,0.7028091
300192,0.25471348
300193,0.010065854
300194,0.19618389
300195,0.022500902
300196,0.60508347
300197,0.17391554
300198,0.04109192
300199,0.10140398
300200,0.43414545
300201,0.29605734
300202,0.26662782
300203,0.562066
300204,0.69201344
300205,0.40122354
300206,0.33385605
300207,0.4219496
300208,0.28122362
300209,0.22922242
300210,0.2894488
300211,0.3880076
300212,0.058986664
300213,0.23875064
300214,0.091897875
300215,0.1774179
300216,0.122490615
300217,0.611209
300218,0.050763518
300219,0.021829009
300220,0.07100788
300221,0.24110472
300222,0.021166116
300223,0.4583608
300224,0.21176192
300225,0.078875005
300226,0.46305022
300227,0.2003729
300228,0.10702562
300229,0.13484803
300230,0.43662363
300231,0.020951152
300232,0.06700429
300233,0.66614795
300234,0.36128587
300235,0.3434664
300236,0.15053764
300237,0.39133337
300238,0.079772115
300239,0.2570783
300240,0.13844633
300241,0.08001855
300242,0.5549652
300243,0.6800789
300244,0.28313392
300245,0.08622679
300246,0.9215625
300247,0.2233074
300248,0.6586523
300249,0.046350032
300250,0.63481027
300251,0.928741
300252,0.039275885
300253,0.36389285
300254,0.82390934
300255,0.54894423
300256,0.57439053
300257,0.09202978
300258,0.17280209
300259,0.53490055
300260,0.60787904
300261,0.36639345
300262,0.27698848
300263,0.54228735
300264,0.68215734
300265,0.17339587
300266,0.41136056
300267,0.23581246
300268,0.1449112
300269,0.32735205
300270,0.7891216
300271,0.13385037
300272,0.74965703
300273,0.17890677
300274,0.96926963
300275,0.23141739
300276,0.34792155
300277,0.82978874
300278,0.07862398
300279,0.21969837
300280,0.14871442
300281,0.08262774
300282,0.14764765
300283,0.03757921
300284,0.17201811
300285,0.26922467
300286,0.056152046
300287,0.19594416
300288,0.3227976
300289,0.71173614
300290,0.7301341
300291,0.09893674
300292,0.31632495
300293,0.8104497
300294,0.02838394
300295,0.048931092
300296,0.81934726
300297,0.0917972
300298,0.31585652
300299,0.35814023
300300,0.3772777
300301,0.78802013
300302,0.09222844
300303,0.103958756
300304,0.71106297
300305,0.4841056
300306,0.34794417
300307,0.22716787
300308,0.27892494
300309,0.22392866
300310,0.29780734
300311,0.032198608
300312,0.13554782
300313,0.18664047
300314,0.27297604
300315,0.4190421
300316,0.103362024
300317,0.21335441
300318,0.08033258
300319,0.7149315
300320,0.63244814
300321,0.30144423
300322,0.42366025
300323,0.036049694
300324,0.15496069
300325,0.29498297
300326,0.073521286
300327,0.39655173
300328,0.220765
300329,0.6061938
300330,0.10825679
300331,0.06563491
300332,0.049705714
300333,0.36324704
300334,0.18413126
300335,0.22555971
300336,0.7058759
300337,0.94691586
300338,0.2892626
300339,0.2521711
300340,0.7396587
300341,0.33077762
300342,0.20819435
300343,0.047021925
300344,0.5821994
300345,0.34647548
300346,0.2654069
300347,0.47756606
300348,0.50616163
300349,0.31034917
300350,0.6922059
300351,0.28172034
300352,0.16938812
300353,0.47201082
300354,0.5025518
300355,0.2459425
300356,0.04629937
300357,0.54803705
300358,0.22358966
300359,0.659404
300360,0.038937896
300361,0.57375574
300362,0.14402372
300363,0.63669705
300364,0.028830916
300365,0.40498042
300366,0.058338463
300367,0.13017583
300368,0.50364447
300369,0.1616056
300370,0.03822261
300371,0.25693065
300372,0.2681952
300373,0.3179465
300374,0.5497421
300375,0.9818344
300376,0.40575254
300377,0.08021951
300378,0.48267958
300379,0.028229445
300380,0.062036037
300381,0.29261225
300382,0.15049005
300383,0.40368405
300384,0.56154555
300385,0.28655547
300386,0.1531921
300387,0.084169924
300388,0.111462146
300389,0.6900746
300390,0.30705208
300391,0.18341833
300392,0.1425105
300393,0.055401474
300394,0.371268
300395,0.32797885
300396,0.24931917
300397,0.52260745
300398,0.42428055
300399,0.6868424
300400,0.66463166
300401,0.5026411
300402,0.36386496
300403,0.3794631
300404,0.32921684
300405,0.658333
300406,0.2643044
300407,0.11404729
300408,0.1757395
300409,0.5340057
300410,0.122488916
300411,0.058258355
300412,0.35787708
300413,0.13321227
300414,0.39421856
300415,0.35026914
300416,0.17478684
300417,0.53764963
300418,0.054468393
300419,0.2524262
300420,0.15057781
300421,0.13591734
300422,0.06994328
300423,0.01709351
300424,0.24263042
300425,0.10529876
300426,0.45646846
300427,0.26011035
300428,0.12648171
300429,0.10717672
300430,0.08212739
300431,0.07094267
300432,0.041917026
300433,0.117860734
300434,0.5528393
300435,0.13886258
300436,0.15214586
300437,0.020242304
300438,0.044462502
300439,0.14237964
300440,0.16360986
300441,0.12197283
300442,0.7077585
300443,0.26216847
300444,0.2544269
300445,0.018775493
300446,0.61621326
300447,0.2966686
300448,0.5645114
300449,0.51661146
300450,0.16179332
300451,0.8512946
300452,0.7179278
300453,0.5999819
300454,0.28854674
300455,0.22622815
300456,0.23430902
300457,0.5517504
300458,0.7012256
300459,0.0163787
300460,0.665329
300461,0.42819652
300462,0.17228171
300463,0.24308652
300464,0.5102858
300465,0.14926353
300466,0.24258828
300467,0.29081124
300468,0.04422173
300469,0.24808365
300470,0.21018529
300471,0.83023953
300472,0.8233116
300473,0.37900892
300474,0.45958817
300475,0.334507
300476,0.3616427
300477,0.2365374
300478,0.13919595
300479,0.050794482
300480,0.024993688
300481,0.35903347
300482,0.36657882
300483,0.2963544
300484,0.1300089
300485,0.016215026
300486,0.66769755
300487,0.2296964
300488,0.16686198
300489,0.26861522
300490,0.1873366
300491,0.11364925
300492,0.58023244
300493,0.22934175
300494,0.15636635
300495,0.036090314
300496,0.11244252
300497,0.06915319
300498,0.45787823
300499,0.7743807
300500,0.0687446
300501,0.49602577
300502,0.06439406
300503,0.46202123
300504,0.11823815
300505,0.2357521
300506,0.7541058
300507,0.054484665
300508,0.21622255
300509,0.1773226
300510,0.21898252
300511,0.026435196
300512,0.028401852
300513,0.365753
300514,0.3830097
300515,0.32960954
300516,0.1894066
300517,0.026274621
300518,0.7054437
300519,0.03598243
300520,0.113198936
300521,0.15567708
300522,0.41467267
300523,0.29820666
300524,0.40065715
300525,0.19949037
300526,0.4393987
300527,0.10045341
300528,0.486826
300529,0.2950488
300530,0.36556774
300531,0.12908569
300532,0.39645678
300533,0.19447866
300534,0.27940157
300535,0.15764287
300536,0.53423387
300537,0.3461896
300538,0.4168891
300539,0.6881435
300540,0.20406163
300541,0.2655976
300542,0.2805549
300543,0.09946132
300544,0.038279146
300545,0.38046372
300546,0.5630872
300547,0.3678081
300548,0.37256786
300549,0.29441285
300550,0.08211902
300551,0.46120968
300552,0.1913211
300553,0.027274042
300554,0.04161632
300555,0.33465147
300556,0.105819196
300557,0.29976648
300558,0.1641779
300559,0.014710814
300560,0.4605255
300561,0.13314795
300562,0.23630276
300563,0.32376587
300564,0.0411492
300565,0.35005853
300566,0.6231006
300567,0.052369505
300568,0.11715335
300569,0.099246025
300570,0.29348147
300571,0.48555008
300572,0.16302085
300573,0.2077136
300574,0.35017627
300575,0.6066272
300576,0.32152778
300577,0.24198335
300578,0.13376662
300579,0.17095277
300580,0.089655966
300581,0.46836698
300582,0.31392047
300583,0.57200104
300584,0.22615257
300585,0.38747916
300586,0.16039515
300587,0.8677436
300588,0.5299118
300589,0.33666456
300590,0.30328962
300591,0.27777773
300592,0.6090927
300593,0.20723647
300594,0.6175703
300595,0.09269208
300596,0.7255995
300597,0.86959183
300598,0.0814161
300599,0.68959004
300600,0.79208636
300601,0.28746045
300602,0.33336803
300603,0.0797773
300604,0.23317951
300605,0.32907572
300606,0.1181328
300607,0.07638535
300608,0.24561864
300609,0.581133
300610,0.23256218
300611,0.23376378
300612,0.24405608
300613,0.68902904
300614,0.42567122
300615,0.2950704
300616,0.31818944
300617,0.3854805
300618,0.31406474
300619,0.22811648
300620,0.7526944
300621,0.5144076
300622,0.5595485
300623,0.4574743
300624,0.5420257
300625,0.25298387
300626,0.41640946
300627,0.47515813
300628,0.041885644
300629,0.5473188
300630,0.09365159
300631,0.17204341
300632,0.0745925
300633,0.17843255
300634,0.6307407
300635,0.15729636
300636,0.117420256
300637,0.04833448
300638,0.163254
300639,0.06102985
300640,0.25063738
300641,0.02253154
300642,0.75262046
300643,0.19662568
300644,0.32262427
300645,0.05021867
300646,0.13403532
300647,0.12235719
300648,0.7450255
300649,0.5384527
300650,0.09459576
300651,0.057163298
300652,0.23961565
300653,0.45805863
300654,0.13189286
300655,0.09850013
300656,0.035783827
300657,0.5257743
300658,0.25283605
300659,0.27016214
300660,0.1444579
300661,0.19302928
300662,0.58624125
300663,0.07954422
300664,0.36375445
300665,0.060084015
300666,0.7645261
300667,0.59209645
300668,0.49282435
300669,0.20767853
300670,0.15508509
300671,0.6887081
300672,0.7730938
300673,0.21440548
300674,0.010592699
300675,0.118513584
300676,0.054879785
300677,0.15006825
300678,0.152489
300679,0.1393759
300680,0.3788825
300681,0.35085726
300682,0.2945794
300683,0.38424185
300684,0.8632234
300685,0.5982809
300686,0.12824732
300687,0.039803088
300688,0.7374169
300689,0.16964719
300690,0.105868876
300691,0.030680627
300692,0.074505895
300693,0.5090892
300694,0.5903244
300695,0.11889693
300696,0.5777737
300697,0.22556356
300698,0.15092635
300699,0.29895896
300700,0.20884195
300701,0.04567942
300702,0.056547463
300703,0.15433806
300704,0.4166899
300705,0.27305105
300706,0.08280447
300707,0.30273944
300708,0.05335039
300709,0.31689024
300710,0.19666347
300711,0.6475823
300712,0.08776322
300713,0.36980766
300714,0.12577713
300715,0.22853866
300716,0.7755573
300717,0.07716018
300718,0.07328907
300719,0.267452
300720,0.3568864
300721,0.17028359
300722,0.015135437
300723,0.45172045
300724,0.26756626
300725,0.21492335
300726,0.2817787
300727,0.2720508
300728,0.04755968
300729,0.25800723
300730,0.026680112
300731,0.44684544
300732,0.08968449
300733,0.3362344
300734,0.14488056
300735,0.10842332
300736,0.46519107
300737,0.7254013
300738,0.23493975
300739,0.41111064
300740,0.48492715
300741,0.6582783
300742,0.08604044
300743,0.1373274
300744,0.67927253
300745,0.19228917
300746,0.71915674
300747,0.020509154
300748,0.022774488
300749,0.61729395
300750,0.8889326
300751,0.09850922
300752,0.13234073
300753,0.7552854
300754,0.0052904785
300755,0.18556577
300756,0.52549464
300757,0.17351997
300758,0.09529239
300759,0.14351296
300760,0.13653299
300761,0.260683
300762,0.19795662
300763,0.38529724
300764,0.05961597
300765,0.107151836
300766,0.19072467
300767,0.4502502
300768,0.34003615
300769,0.42018563
300770,0.33895493
300771,0.3485721
300772,0.47984847
300773,0.21506566
300774,0.10925636
300775,0.11631462
300776,0.642841
300777,0.21704507
300778,0.30457187
300779,0.11247349
300780,0.022120863
300781,0.5603425
300782,0.4715681
300783,0.44642925
300784,0.10448474
300785,0.42798227
300786,0.01279524
300787,0.05299425
300788,0.37101358
300789,0.09618834
300790,0.13633564
300791,0.5726493
300792,0.04053545
300793,0.10563794
300794,0.16910511
300795,0.47564286
300796,0.16646254
300797,0.7157271
300798,0.12270796
300799,0.25845948
300800,0.60033405
300801,0.45196772
300802,0.14914092
300803,0.055914134
300804,0.09005141
300805,0.4022612
300806,0.04549527
300807,0.6495353
300808,0.6657196
300809,0.3547735
300810,0.08287403
300811,0.2483204
300812,0.057321638
300813,0.057119817
300814,0.16741884
300815,0.37038046
300816,0.2312741
300817,0.7952547
300818,0.62263453
300819,0.3203227
300820,0.08195534
300821,0.13001749
300822,0.090118974
300823,0.650733
300824,0.1425913
300825,0.8196498
300826,0.58832026
300827,0.113529146
300828,0.010159045
300829,0.41866657
300830,0.5221955
300831,0.09988123
300832,0.062444568
300833,0.2913417
300834,0.3406701
300835,0.12923953
300836,0.6379068
300837,0.47734013
300838,0.03377816
300839,0.096717834
300840,0.43235582
300841,0.02948296
300842,0.36160952
300843,0.9035884
300844,0.50388104
300845,0.03982058
300846,0.7225657
300847,0.2765787
300848,0.42703816
300849,0.12012395
300850,0.5093709
300851,0.31743246
300852,0.08453965
300853,0.23254955
300854,0.23987082
300855,0.15775496
300856,0.49230593
300857,0.260953
300858,0.07471633
300859,0.56586003
300860,0.069089055
300861,0.038281202
300862,0.5260225
300863,0.7192398
300864,0.6197092
300865,0.050887346
300866,0.6292151
300867,0.8295198
300868,0.3404656
300869,0.54507136
300870,0.1018796
300871,0.008658528
300872,0.8849561
300873,0.26393515
300874,0.21024534
300875,0.75743926
300876,0.5763551
300877,0.1574575
300878,0.81267387
300879,0.36775532
300880,0.02589953
300881,0.7301764
300882,0.2449244
300883,0.44046873
300884,0.4559567
300885,0.38164794
300886,0.20114845
300887,0.5657272
300888,0.14187038
300889,0.2487357
300890,0.18444195
300891,0.5574792
300892,0.37299597
300893,0.426025
300894,0.41116583
300895,0.5916094
300896,0.29734927
300897,0.25529337
300898,0.2214123
300899,0.020284474
300900,0.38491312
300901,0.18033603
300902,0.3789018
300903,0.057994425
300904,0.24158728
300905,0.23482114
300906,0.5170156
300907,0.19089529
300908,0.9073597
300909,0.04572296
300910,0.68085396
300911,0.54477155
300912,0.19760454
300913,0.70871484
300914,0.774017
300915,0.055084944
300916,0.10582584
300917,0.15540797
300918,0.44483295
300919,0.29867658
300920,0.21423268
300921,0.17499068
300922,0.81398535
300923,0.07879904
300924,0.15470943
300925,0.07516733
300926,0.33140796
300927,0.34413517
300928,0.7996938
300929,0.2803685
300930,0.049579203
300931,0.57825786
300932,0.504042
300933,0.06284645
300934,0.41357565
300935,0.28526723
300936,0.66375065
300937,0.6825557
300938,0.22636375
300939,0.26217157
300940,0.49373272
300941,0.07536274
300942,0.2706362
300943,0.3282516
300944,0.15925992
300945,0.5188133
300946,0.03220734
300947,0.033355206
300948,0.32262072
300949,0.17431077
300950,0.13778439
300951,0.2733916
300952,0.4410652
300953,0.5590407
300954,0.3419863
300955,0.416781
300956,0.59927684
300957,0.2747571
300958,0.3146281
300959,0.46237427
300960,0.43440086
300961,0.2984509
300962,0.268741
300963,0.6695069
300964,0.047656983
300965,0.11828375
300966,0.3652395
300967,0.37876385
300968,0.15631014
300969,0.10934499
300970,0.12721023
300971,0.48345688
300972,0.014576763
300973,0.57095385
300974,0.11524296
300975,0.32105857
300976,0.3182316
300977,0.091501564
300978,0.84073734
300979,0.86507887
300980,0.16689417
300981,0.03380856
300982,0.12577096
300983,0.22839117
300984,0.054452777
300985,0.21301323
300986,0.13864625
300987,0.19680047
300988,0.020886272
300989,0.33584917
300990,0.042633444
300991,0.3628089
300992,0.43755957
300993,0.31283897
300994,0.18717945
300995,0.26996154
300996,0.3890929
300997,0.103096694
300998,0.46478793
300999,0.52811164
301000,0.087738335
301001,0.63994753
301002,0.23800805
301003,0.0417113
301004,0.25120726
301005,0.5637552
301006,0.13730633
301007,0.25035197
301008,0.03266096
301009,0.30745637
301010,0.41733503
301011,0.62254
301012,0.85310173
301013,0.044673532
301014,0.6179801
301015,0.3027606
301016,0.49634826
301017,0.08879003
301018,0.18330312
301019,0.3251127
301020,0.4471977
301021,0.056859165
301022,0.41785082
301023,0.20219794
301024,0.13121775
301025,0.079105705
301026,0.095291585
301027,0.02987194
301028,0.5980249
301029,0.53850543
301030,0.34697044
301031,0.21124467
301032,0.28662276
301033,0.13039786
301034,0.069918364
301035,0.043035716
301036,0.12648329
301037,0.24707893
301038,0.18876982
301039,0.14733016
301040,0.13774973
301041,0.22354397
301042,0.068718016
301043,0.40901637
301044,0.18332249
301045,0.279795
301046,0.2674412
301047,0.5399414
301048,0.48834023
301049,0.65812945
301050,0.57963157
301051,0.04186827
301052,0.106934756
301053,0.5642999
301054,0.042310536
301055,0.65488696
301056,0.16090891
301057,0.6453806
301058,0.5036228
301059,0.6395912
301060,0.38501376
301061,0.44319966
301062,0.36043513
301063,0.13335523
301064,0.052908003
301065,0.2888149
301066,0.588954
301067,0.19672486
301068,0.5392718
301069,0.6984098
301070,0.4682774
301071,0.35096854
301072,0.28525007
301073,0.02897337
301074,0.33403274
301075,0.71834534
301076,0.21634653
301077,0.39310083
301078,0.29241902
301079,0.6811127
301080,0.07660705
301081,0.27239493
301082,0.017624259
301083,0.1600484
301084,0.42697638
301085,0.286488
301086,0.06918189
301087,0.14251888
301088,0.42431077
301089,0.36761475
301090,0.7660091
301091,0.7241074
301092,0.84982
301093,0.040029585
301094,0.07196462
301095,0.101882696
301096,0.09939191
301097,0.56770396
301098,0.5622361
301099,0.012254745
301100,0.3023054
301101,0.16506237
301102,0.064240485
301103,0.33270454
301104,0.09498143
301105,0.5909485
301106,0.32924992
301107,0.20672399
301108,0.0659793
301109,0.3154672
301110,0.030151606
301111,0.57660687
301112,0.7773793
301113,0.20685762
301114,0.53429544
301115,0.48939463
301116,0.34132683
301117,0.501039
301118,0.029827118
301119,0.28245446
301120,0.24478602
301121,0.23059386
301122,0.30669904
301123,0.41970992
301124,0.76384854
301125,0.22837645
301126,0.01885876
301127,0.053611934
301128,0.11925349
301129,0.24921834
301130,0.04957834
301131,0.037427396
301132,0.48194075
301133,0.034876317
301134,0.055891305
301135,0.26074693
301136,0.24274683
301137,0.13687971
301138,0.18044814
301139,0.2006877
301140,0.08421764
301141,0.41040474
301142,0.459577
301143,0.73832375
301144,0.35891232
301145,0.6996404
301146,0.91113317
301147,0.4831115
301148,0.6255277
301149,0.28106076
301150,0.014305383
301151,0.118204296
301152,0.17264694
301153,0.43268013
301154,0.053735644
301155,0.05653888
301156,0.74660015
301157,0.15585995
301158,0.71487623
301159,0.31066713
301160,0.46283805
301161,0.10414976
301162,0.21799654
301163,0.6275881
301164,0.04368317
301165,0.17340514
301166,0.18525317
301167,0.029881835
301168,0.047047943
301169,0.07922822
301170,0.3804537
301171,0.36105788
301172,0.06282458
301173,0.33137965
301174,0.13531417
301175,0.094028145
301176,0.45412457
301177,0.7213814
301178,0.063829035
301179,0.20054308
301180,0.29994023
301181,0.18566981
301182,0.9255924
301183,0.11282295
301184,0.14830527
301185,0.2540623
301186,0.12644675
301187,0.46591464
301188,0.268024
301189,0.058049977
301190,0.78066903
301191,0.20739612
301192,0.15566722
301193,0.08273333
301194,0.11443061
301195,0.5447969
301196,0.9056221
301197,0.1700688
301198,0.22776023
301199,0.33718917
301200,0.13854614
301201,0.35434592
301202,0.51536685
301203,0.73799723
301204,0.04033819
301205,0.43567002
301206,0.10810673
301207,0.08492303
301208,0.21718082
301209,0.78307724
301210,0.15701696
301211,0.5253911
301212,0.117197335
301213,0.28154105
301214,0.9043937
301215,0.22688285
301216,0.85185516
301217,0.12803704
301218,0.7434696
301219,0.056063622
301220,0.29718983
301221,0.67509276
301222,0.044287592
301223,0.28262454
301224,0.9048457
301225,0.25588977
301226,0.24851868
301227,0.21500623
301228,0.11815685
301229,0.19278646
301230,0.3028587
301231,0.4972689
301232,0.56972003
301233,0.6134631
301234,0.49588856
301235,0.13453087
301236,0.16352189
301237,0.22689536
301238,0.12111351
301239,0.07198271
301240,0.24821827
301241,0.40536335
301242,0.11103988
301243,0.5890589
301244,0.501493
301245,0.30136424
301246,0.31363004
301247,0.0050320923
301248,0.02870804
301249,0.49665588
301250,0.10897446
301251,0.5360848
301252,0.12228787
301253,0.15338713
301254,0.12674844
301255,0.03729108
301256,0.34868968
301257,0.1286752
301258,0.7599605
301259,0.42401448
301260,0.5903269
301261,0.34137803
301262,0.297158
301263,0.08341521
301264,0.13693357
301265,0.84082675
301266,0.53005713
301267,0.10830116
301268,0.18150225
301269,0.2805339
301270,0.04795772
301271,0.21956185
301272,0.053754568
301273,0.86607355
301274,0.33456123
301275,0.07133001
301276,0.10446754
301277,0.057244718
301278,0.50270754
301279,0.2015562
301280,0.06594494
301281,0.42551762
301282,0.68696344
301283,0.119895875
301284,0.2945245
301285,0.07847485
301286,0.12224153
301287,0.058043182
301288,0.061102062
301289,0.16076651
301290,0.31160063
301291,0.5038595
301292,0.16342667
301293,0.40691388
301294,0.29900062
301295,0.3066129
301296,0.43604124
301297,0.4338438
301298,0.047033936
301299,0.14537758
301300,0.41609272
301301,0.515594
301302,0.6251099
301303,0.48142812
301304,0.29047975
301305,0.472719
301306,0.36825216
301307,0.24656275
301308,0.10270065
301309,0.11526117
301310,0.49225178
301311,0.0494819
301312,0.13511968
301313,0.14487693
301314,0.15627953
301315,0.3539125
301316,0.131663
301317,0.24536556
301318,0.35845995
301319,0.6049789
301320,0.0998193
301321,0.1335721
301322,0.21129057
301323,0.05259621
301324,0.04664308
301325,0.42755884
301326,0.20890802
301327,0.2868123
301328,0.40445963
301329,0.03374672
301330,0.40497446
301331,0.3642677
301332,0.1447666
301333,0.39960623
301334,0.22610357
301335,0.22233874
301336,0.111968964
301337,0.016357124
301338,0.22066253
301339,0.1626122
301340,0.714103
301341,0.10126394
301342,0.38662928
301343,0.34702176
301344,0.16119912
301345,0.43251428
301346,0.21661374
301347,0.59571904
301348,0.48118562
301349,0.16840807
301350,0.8994226
301351,0.11662373
301352,0.12687516
301353,0.0570769
301354,0.418916
301355,0.2029463
301356,0.38238704
301357,0.24553636
301358,0.47590706
301359,0.117785096
301360,0.19699031
301361,0.23216072
301362,0.5622906
301363,0.3348338
301364,0.058633983
301365,0.3505193
301366,0.04698357
301367,0.17095566
301368,0.43791905
301369,0.18468156
301370,0.33128896
301371,0.11604279
301372,0.8666558
301373,0.026569068
301374,0.22844696
301375,0.3610623
301376,0.5272011
301377,0.42090735
301378,0.34724158
301379,0.12945303
301380,0.67645824
301381,0.09496263
301382,0.103278846
301383,0.13077566
301384,0.39753973
301385,0.021315932
301386,0.7525579
301387,0.8329905
301388,0.08796319
301389,0.8202257
301390,0.35267192
301391,0.5281821
301392,0.3327949
301393,0.285402
301394,0.22636285
301395,0.032967806
301396,0.113936424
301397,0.79144216
301398,0.050290048
301399,0.18621534
301400,0.06816286
301401,0.19740865
301402,0.14053142
301403,0.7059442
301404,0.25720438
301405,0.6508413
301406,0.0699659
301407,0.046063483
301408,0.8642317
301409,0.0079301
301410,0.122259974
301411,0.8616761
301412,0.41559982
301413,0.23391393
301414,0.96003175
301415,0.60736346
301416,0.7831582
301417,0.41923714
301418,0.17237386
301419,0.6372026
301420,0.13196984
301421,0.16620848
301422,0.05166173
301423,0.21599442
301424,0.29409695
301425,0.3092715
301426,0.66200066
301427,0.086597174
301428,0.020889014
301429,0.6359452
301430,0.01664126
301431,0.64869845
301432,0.099624306
301433,0.7400766
301434,0.13596609
301435,0.33224368
301436,0.8300857
301437,0.05877474
301438,0.15009025
301439,0.11050454
301440,0.17603466
301441,0.020587116
301442,0.07580179
301443,0.16675729
301444,0.56455094
301445,0.48929307
301446,0.696425
301447,0.32586306
301448,0.26598477
301449,0.034422934
301450,0.11012122
301451,0.046762317
301452,0.13604942
301453,0.23140171
301454,0.1270493
301455,0.1358931
301456,0.10176453
301457,0.03162989
301458,0.2298131
301459,0.056042373
301460,0.53312063
301461,0.23473486
301462,0.83419144
301463,0.29012078
301464,0.02548343
301465,0.06717521
301466,0.26472908
301467,0.07231361
301468,0.05383265
301469,0.16001046
301470,0.16464296
301471,0.07384589
301472,0.25838804
301473,0.18220934
301474,0.101870626
301475,0.67236763
301476,0.59863657
301477,0.38158357
301478,0.21548596
301479,0.01807782
301480,0.5127132
301481,0.2186923
301482,0.15476456
301483,0.024484128
301484,0.318566
301485,0.2296311
301486,0.48095796
301487,0.10977617
301488,0.7150796
301489,0.15530726
301490,0.7530136
301491,0.108628094
301492,0.08589834
301493,0.022669166
301494,0.063752145
301495,0.25426376
301496,0.050210714
301497,0.21988165
301498,0.4029106
301499,0.2562393
301500,0.18748572
301501,0.58764184
301502,0.30437052
301503,0.5081825
301504,0.6003313
301505,0.93899363
301506,0.05183488
301507,0.9224694
301508,0.41926548
301509,0.11124781
301510,0.053340375
301511,0.41637933
301512,0.9285282
301513,0.5846714
301514,0.13592821
301515,0.7047616
301516,0.45674342
301517,0.24530134
301518,0.053233266
301519,0.15361628
301520,0.07866475
301521,0.13388422
301522,0.052874386
301523,0.12492034
301524,0.041448444
301525,0.31417862
301526,0.14848039
301527,0.44158152
301528,0.74867576
301529,0.69088113
301530,0.2619249
301531,0.06839797
301532,0.8716599
301533,0.04848385
301534,0.2016019
301535,0.17826828
301536,0.2974372
301537,0.34665522
301538,0.22104973
301539,0.24429014
301540,0.50359845
301541,0.9358218
301542,0.033804685
301543,0.3764131
301544,0.056767464
301545,0.0385215
301546,0.5873103
301547,0.42626363
301548,0.60982054
301549,0.124631196
301550,0.6793636
301551,0.060076207
301552,0.09737304
301553,0.27285856
301554,0.041198492
301555,0.13356718
301556,0.24476856
301557,0.03316012
301558,0.5748289
